name,slug,chains,contract_addresses,kyc_status,kyc_date,audit_status,audit_date,audit_score,verification_tier,renounced,kyc_certificate_urls,audit_report_urls,audit_certificate_urls
BINK,bink,,0xe469fe3638b2bcc24c24437cf6ebab0d646578a2,approved,2025-04-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BINK%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/BINK_TOKEN_04_12_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/BINK_TOKEN_04_09_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/BINK_TOKEN_04_09_25.png
Golden Society,golden-society,,0x955e02d81ca94d8af5a74ac44e19cbe921b9a51b,approved,2021-01-01,none,,,kyc-only,no,,,
SEC GAMES,sec-games,,,approved,2021-01-01,none,,,kyc-only,no,,,
Reprehendo,reprehendo,Ethereum,0x61af0b30e99e8a4a972aa6c22d809ba04d459296,approved,2023-07-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Reprehendo%20KYC%20Certificate.png,,
Meme Alliance,meme-alliance,Ethereum,0x9b3a8159e119eb09822115ae08ee1526849e1116,approved,2023-11-11,completed,2023-11-20,88,full,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Meme%20Alliance%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Meme%20Alliance_%20ERC%2020%20token_11_20_2023.pdf https://github.com/Assure-DeFi/Audits/blob/main/MEME%20Alliance_SOL_09_09_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/Meme%20Alliance_%20ERC%2020%20token_11_10_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/MEME%20Alliance_SOL_09_09_24.pdf https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Meme%20Alliance_%20ERC%2020%20token_11_20_2023.png
Meme Casino,meme-casino,Ethereum,0x6ffdb458c324687cdc03bb1305092c211e781147,approved,2023-10-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Meme%20Casino%20KYC%20Certificate.png,,
MerchMinter,merchminter,Ethereum,0x94a21565c923d2f75b3fcef158960a8b7e6ed07d,approved,2025-02-08,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MerchMinter%20KYC%20Certificate.png,,
Kingdoms,kingdoms,,0x1f35b7a92564a50fe9c3a9ae8b3864464a950318,approved,2021-01-01,none,,,kyc-only,no,,,
Bulla.fun,bulla-fun,Ethereum,0x896c767371e2d2255f1c33301d29e5577a7aca11,approved,2024-07-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Bulla.fun%20KYC%20Certificate.png,,
Smart Hub,smart-hub,Ethereum,tba,approved,2024-08-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Smart%20Hub%20KYC%20Certificate.png,,
Trump,trump,BSC,0x27c45e9c28b53d8239d7c03ef36842651e310aea,approved,2023-07-12,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Trump%20KYC%20Certificate.png,,
Crypto Delivery,crypto-delivery,BSC,0x571183a3be52ba7f1b57dbe9a3e057c09f9da8bc,approved,2024-02-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Crypto%20Delivery%20KYC%20Certificate.png,,
Swing,swing,Ethereum,,approved,2024-02-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Swing%20KYC%20Certificate.png,,
AficionaDAO,aficionadao,Ethereum,,approved,2023-07-08,none,,,kyc-only,no,,,
Nova AI,nova-ai,Ethereum,0x79fe521199697c9cf94d16d5d49277c933ccc38b,approved,2025-07-31,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Nova%20AI%20KYC%20Certificate%201.png,,
Astral Farm,astral-farm,,0xd95322c0d069b51a41ed2d94a39617c2acbce636,approved,2021-01-01,none,,,kyc-only,no,,,
AVALPS,avalps,,0xf481eec738c46f675e077ee966a680a19210af11,approved,2021-01-01,none,,,kyc-only,no,,,
Muskman INU,muskman-inu,Solana,g5btq2j28sqmkebzsk7qxngsh8jkwynbehhssohs2u2n,approved,2023-05-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Muskman%20INU%20KYC%20Certificate.png,,
HE-MAN,he-man,Bitrock,0x01c8b36c965adb150cd4244edb463d4ba96549d4,approved,2024-01-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/HE-MAN%20KYC%20Certificate.png,,
HOICHI,hoichi,Ethereum,0xc4ee0aa2d993ca7c9263ecfa26c6f7e13009d2b6 | 0x5592965b6f83b2ea8957dedcddbb2c24495e0f81,approved,2024-03-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/HOICHI%20KYC%20Certificate.png,,
Meal Buddy,meal-buddy,Ethereum,,approved,2023-09-01,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Meal%20Buddy%20KYC%20Certificate.png,,
GROX,grox,Ethereum,0xa776a95223c500e81cb0937b291140ff5notavailable,approved,2025-09-12,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/GROX%20KYC%20Certificate.png,,
nocap.win,nocap-win,Solana,,approved,2024-12-19,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/nocap.win%20KYC%20Certificate.png,,
Tempest Capital,tempest-capital,Base,0xbf0c7ccb143126c1be90a426f676f5cb313956d9,rejected,2023-08-16,none,,,rejected,no,,,
LAN Network,lan-network,BSC,0xf5469e4ecc5afb3ac13da5737f88dc4563ce8454,approved,2023-09-05,completed,2023-09-03,94,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/LAN%20Network%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/LANNetwork_ERC%2020%20Token_09_03_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/LAN%20Network_ERC%2020%20Token_09_03_2023.png
Xeon Protocol,xeon-protocol,Ethereum,,approved,2024-04-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Xeon%20Protocol%20KYC%20Certificate.png,,
Kandyland DAO,kandyland-dao,,0x37ded665a387a6f170fb60376b3057f09df6c0ea,approved,2021-01-01,none,,,kyc-only,no,,,
Monie Bot,monie-bot,Ethereum,0xba0161322a09abe48f06ce5656c1b66bfb01be56,approved,2024-01-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Monie%20Bot%20KYC%20Certificate.png,,
HYPR,hypr,Ethereum,0x8ada9bf2d08b484cb9dee67caccd04b991d88145,approved,2025-08-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/HYPR%20KYC%20Certificate.png,,
Belly,belly,Solana,,approved,2024-04-06,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Belly%20KYC%20Certificate.png,,
Insure,insure,,,approved,2022-09-20,none,,,kyc-only,no,,,
Project Europa,project-europa,,,approved,2021-01-01,none,,,kyc-only,no,,,
Agritech,agritech,,,approved,2023-03-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Agritech%20KYC%20Certificate.png,,
Owners Unity,owners-unity,,0x0c4789fc849f9209e6c5104093cf884f681ae687,approved,2023-04-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Owners%20Unity%20KYC%20Certificate.png,,
Blobby Boo Crew,blobby-boo-crew,,,approved,2021-01-01,none,,,kyc-only,no,,,
First Crypto BANK,first-crypto-bank,Ethereum,0x9360c489056b64d5003bf22f4f31458e31cc8028,approved,2023-12-17,completed,2024-01-22,85,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/First%20Crypto%20Bank%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/BankPad_Platform_01_22_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/BankPad_Platform%20Audit_Updated%201_23_24.pdf,
Gam3Stop Games,gam3stop-games,,,approved,2022-12-08,none,,,kyc-only,no,,,
Genesis,genesis,Ethereum,0xef7e187431763c33208e378a341cc87212d06de2,approved,2025-10-29,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Genesis%20KYC%20Certificate.png,,
Blockchain Bandicoots,blockchain-bandicoots,,0x94cb9428392d786ed361cc6664949a9bce028854,approved,2022-11-27,none,,,kyc-only,no,,,
Save The Earth,save-the-earth,,,approved,2023-02-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Save%20The%20Earth%20KYC%20Certificate.png,,
Tectum,tectum,,0x68a47fe1cf42eba4a030a10cd4d6a1031ca3ca0a,approved,2023-06-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Tectum%20KYC%20Certificate.png,,
Liltay Token,liltay-token,,,approved,2023-05-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Liltay%20Token%20KYC%20Certificate.png,,
Snowtomb,snowtomb,,0x9e6832d13b29d0b1c1c3465242681039b31c7a05,approved,2021-01-01,none,,,kyc-only,no,,,
Imagine,imagine,Ethereum,0x049d6b97fcf3ffabc83082858e6b6439b300c308,none,2025-07-30,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/IMAGINE_ST_07_30_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/IMAGINE_ST_07_30_25.png
Shikima Neko,shikima-neko,,,approved,2021-01-01,none,,,kyc-only,no,,,
FloorIsLava,floorislava,Base,0x135d7797452405358ea9d38d156603f73275b99b,none,2026-01-23,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/FLOORISLAVA_V2_ADV_1_30_26.pdf https://github.com/Assure-DeFi/Audits/blob/main/FLOORISLAVA_V2_ADV_1_29_26.pdf https://github.com/Assure-DeFi/Audits/blob/main/FLOORISLAVA_ADV_1_23_26.pdf https://github.com/Assure-DeFi/Audits/blob/main/FLOORISLAVA_ADV_1_19_26.pdf https://github.com/Assure-DeFi/Audits/blob/main/FLOORISLAVA_ADV_1_9_26.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/FLOORISLAVA_ADV_1_23_26.png
Navy Seal Game,navy-seal-game,,,approved,2021-01-01,none,,,kyc-only,no,,,
Addon,addon-ai,Ethereum,0xa579472f17b6e1b6c5ded2a785067a89ec536ce8,none,2025-01-20,completed,,,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/Addon_ADV_01_20_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Addon%20Ai%20Audit%20Certificate.png
COIF.CAPITAL,coif-capital,BSC,0xb2a575d2c78c3ca53ab43e0cab5340f1dcf5b7f1,approved,2023-10-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Coif.Capital%20KYC%20Certificate.png,,
Power Play,power-play,Ethereum,0x9bbe8f42b9c2333fe2a80323028ab107379646c7,approved,2025-01-18,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Power%20Play%20KYC%20Certificate.png,,
Oracle Wallet,oracle-wallet,Solana,gzavqz6axlclfgwa8ikmshnuqhb5pdxc4cd6txjruope,approved,2024-07-27,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Oracle%20Wallet%20KYC%20Certificate.png,,
CYBER PUNK METIS,cyber-punk-metis,,,approved,2021-01-01,none,,,kyc-only,no,,,
Basenji,basenji,Base,0xbc45647ea894030a4e9801ec03479739fa2485f0,rejected,2024-04-24,none,,,rejected,yes,,,
Izanagi,izanagi,,0xfeb2d480019bc605a2ce20903a90db3f554f1e1c,approved,2021-01-01,none,,,kyc-only,no,,,
Legal X,legal-x,Ethereum,0x78aa9e68f4a8efe1defe008efd47ed65b6315d91,approved,2025-02-24,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Legal%20X%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/LegalX_ADV_03_03_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/LegalX_ADV_03_02_25.pdf,
AutonNET,autonnet,Ethereum,,approved,2024-05-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/AutonNET%20KYC%20Certificate.png,,
RaidTech,raidtech,Ethereum,0x6106292cfc8994a4483702f6fb05aca80e7fbae4,approved,2024-06-05,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/RaidTech%20KYC%20Certificate.png,,
Avorak AI,avorak-ai,BSC,0xb60cb6c66bab2af697bd2c4704d2ebd68203ba4d,rejected,2023-03-30,none,,,rejected,no,,,
AccelDAO,acceldao,Ethereum,0xcebdb5b43044bdc5db379ab66e5ab611331f47f6,rejected,2023-04-13,none,,,rejected,no,,,
ZYDIO AI,zydio-ai,Ethereum,0x8b683c400457ef31f3c27c90acb6ab69304d1b77,none,,completed,2024-05-14,100,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/ZYDIO_TOKEN_05_14_24.pdf,
NODEQ AI,node-qai,Ethereum,0x5ead27fcc5bc50aa100da635f8d1e6198acee71c,approved,2025-07-20,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/NODEQ%20AI%20KYC%20Certificate.png,,
Sapphire Swap,sapphire-swap,Base,,approved,2025-04-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Sapphire%20Swap%20KYC%20Certificate.png,,
CYBRO,cybro,Blast,0xaeef302db6e2cfc380ecc2c495c1ebaddd7c54de,approved,2024-04-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CYBRO%20KYC%20Certificate.png,,
ARCHIVE,archive,Solana,gkh6x4qvwrbvb1wqmqfgslgamgkofh696r4kmejpump,approved,2025-12-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ARCHIVE%20-%20KYC%20Certificate.png,,
PIPE GDAO,pipe-gdao,Other,0xf73694d86e53155afb7f9e75fc3d9c6992351cb1 | 0xfb0cce8cc5cb5fe498bc54b1fd2c1e821c23ed1a,approved,2025-12-10,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/PIPE%20GDAO%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/PIPE%20GDAO_ST_12_13_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/PIPE%20GDAO_ST_12_13_25.png
Myōbu,myobu,,0xdfdd3459d4f87234751696840092ee20c970fb07,approved,2021-01-01,none,,,kyc-only,no,,,
NonCustodial,noncustodial,Ethereum,0xa64879b6e24208b96f1098709b9a98eb0a1c7032,approved,2023-07-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/NonCustodial%20KYC%20Certificate.png,,
PredictingAI,predictingai,Ethereum,0xabd0e3535ecfbf6959b1798220335faf1b7ada3a,approved,2024-04-10,completed,2024-04-17,95,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/PredictingAI%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/PredictingAI_TOKEN_04_17_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/PREDICTINGAI_ERC20%20TOKEN_4_16_24.pdf,
Syscoin Apes,syscoin-apes,,0x88186deaab0b8fc01c240ff64b762cde123d90ac,approved,2022-07-30,none,,,kyc-only,no,,,
ETHANE,ethane,Ethereum,0x6ad9a31f02f1e790ff85584ea3c3d0001e45cd64,approved,2023-07-27,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Ethane%20KYC%20Certificate.png,,
Liquid Protocol,liquid-protocol,Ethereum,0x3e8203e0b1d56984abc66f183a8d0b1a09a7e607,approved,2023-11-10,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Liquid%20Protocol%20KYC%20Certificate.png,,
Rouge Studio,rouge-studio,Ethereum,0xf2478a732e5232acd0acef5e410e230b49b35a12,approved,2025-01-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Rouge%20Studio%20KYC%20Certificate.png,,
CINDR,cindr,Base,,none,,completed,2024-07-02,95,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/CNDR_TOKEN_07_02_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/ASSUREDEFI_CNDR_%24CNDR_TOKEN_Audit_06_14_2023.pdf,
Hash AI,hash-ai-kyc,Ethereum,0x6a4f0f0d86cf3872620f7a5c1c084430bde44799,approved,2023-10-28,none,,,kyc-only,no,,,
Meme Fighter,meme-fighter,,,approved,2024-01-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Meme%20Fighter%20KYC%20Certificate.png,,
Jioswap Finance,jioswap-finance,,,approved,2022-09-07,none,,,kyc-only,no,,,
EDrive Token,edrive-token,BSC,0x936dcfc3ff6a8da20a945d867bdfea09988ffa0c,approved,2023-11-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/EDrive%20Token%20KYC%20Certificate.png,,
FLUUS,fluus,,,approved,2023-03-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/FLUUS%20KYC%20Certificate.png,,
Shibaments,shibaments,Shibarium,,approved,2023-09-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Shibaments%20KYC%20Certificate.png,,
Decentralized Foundation,decentralized-foundation,,,approved,2021-01-01,none,,,kyc-only,no,,,
CZ Terminator,cz-terminator,BSC,0x0558666ba9c0aaeda820ab36f305a8d9eeb7f7c6,approved,2023-07-05,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CZ%20Terminator%20KYC%20Certificate.png,,
dMarketplace Inc,dmarketplace-inc,Ethereum,0x164f12c8d7d16b905cc4f11e819a9fc5b183ef71,approved,2024-10-16,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/dMarketplace%20Inc%20KYC%20Certificate.png,,
Yieldification,yieldification,,0x30dcba0405004cf124045793e1933c798af9e66a,approved,2022-08-05,none,,,kyc-only,no,,,
BlastOff,blastoff,Ethereum,,approved,2023-12-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BlastOff%20KYC%20Certificate.png,,
Scorpion Casino,scorpion-casino,,0x37803ecdcbbf1886cd97a8ead0dba4d7291f19a7,approved,2023-06-06,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Scorpion%20Casino%20KYC%20Certificate.png,,
Habibi,habibi,,0x7e668e2f78184e41efb2a2fab8df3425ddde972f,approved,2023-05-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Habibi%20KYC%20Certificate.png,,
Crystal Nodes,crystal-nodes,,,approved,2021-01-01,none,,,kyc-only,no,,,
Onchain Battles,onchain-battles,Ethereum,0xba8fa89ee8c713a6758f9c7bb3cc23cc033aab1c,none,2025-07-31,completed,,,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/ONCHAIN%20BATTLES_ADV_07_31_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/ONCHAIN%20BATTLES_ADV_07_29_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/ONCHAIN%20BATTLES_ADV_07_31_25.png
NexAI,nexai,Ethereum,0x2c623d3cc9a2cc158951b8093cb94e80cf56deea,rejected,2023-04-20,none,,,rejected,no,,,
Baked Beans,baked-beans,Solana,fs2saybrw8ytynq2uzr8rhf1pucfrj7wnttmzf9uyjdb,approved,2024-04-20,completed,2024-04-19,85,full,no,,https://github.com/Assure-DeFi/Audits/blob/main/BakedBeans_TOKEN_04_20_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/BakedBeans_TOKEN_04_19_24.pdf,
Project Mullet,project-mullet,Ethereum,not deployed,approved,2024-06-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Project%20Mullet%20KYC%20Certificate.png,,
ZeroShiftDAO,zeroshiftdao,,,approved,2021-01-01,none,,,kyc-only,no,,,
Jeje,jeje,Ethereum,0x1fdd61ef9a5c31b9a2abc7d39c139c779e8412af,none,2024-06-24,completed,2024-06-24,85,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/85b5b59f84742a140d86355ec9281f75cde0ca4f/ASSUREDEFI_JEJE_JJ_TOKEN_Audit_06_24_2024.pdf https://github.com/Assure-DeFi/Audits/blob/main/ASSUREDEFI_JEJE_JJ_TOKEN_Audit_06_24_2024.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/AssureDeFi_Audit_Certificate_Jeje_06_24_2024.png
PandaBu,pandabu,Solana,fc48eylcxb8hgsvmmlfzxzggpemzel8vpfgbhfwaxzow,approved,2024-12-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/PandaBu%20KYC%20Certificate.png,,
PokerPro.ai,pokerpro-ai,Ethereum,,approved,2024-06-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/PokerPro.ai%20KYC%20Certificate.png,,
Chads Vs Scammers,chads-vs-scammers,,0x47d0a960d002de68738c767c5ed97318aad77abc,approved,2021-01-01,none,,,kyc-only,no,,,
vanitis,vanitis,BSC,0xccf7a903d2f6126e17f0624a351d457ef49cb79d,approved,2024-08-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Vanitis%20KYC%20Certificate.png,,
DeltaEngine,deltaengine,Ethereum,,approved,2025-08-27,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DeltaEngine%20KYC%20Certificate.png,,
The Alchemists,the-alchemists,Ethereum,,rejected,2023-03-02,none,,,rejected,no,,,
DROPS,drops,Ethereum,0x76389ea0ce243b3404f692de4856a40c0bcb31a7 | 0xa562912e1328eea987e04c2650efb5703757850c,none,,completed,2024-04-01,90,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/DROPS_TOKEN_04_03_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/DROPS_MARKETPLACE_04_03_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/DROPS_TOKEN_04_01_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/DROPS_MARKETPLACE_03_30_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/DROPS_ADVANCED_03_29_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/DROPS_V6_04_07_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/DROPS_TOKEN_04_03_24.png
Power Nodes,power-nodes,,0x131c7afb4e5f5c94a27611f7210dfec2215e85ae,approved,2021-01-01,none,,,kyc-only,no,,,
FREE ROSS,free-ross,Ethereum,0x046c4a4ad5a6dde4222ed693c9d9825c0f184939,approved,2024-08-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/FREE%20ROSS%20KYC%20Certificate.png,,
LiquiHub,liquihub,Ethereum,,approved,2025-08-16,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/LiquiHub%20KYC%20Certificate.png,,
Spredict,spredict,Base,,approved,2025-02-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Spredict%20KYC%20Certificate.png,,
CBETWORLD,cbetworld,,0x5de2672d115f3f489cfeeadaeeabd10119036eba,approved,2023-05-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CBETWORLD%20KYC%20Certificate.png,,
EV Solutions,ev-solutions,BSC,0xcf778f8de9f03482bc332722377c418d3cfa8c04,rejected,2023-04-09,none,,,rejected,no,,,
Stacker AI,stacker-ai,Ethereum,0x4c0f743928ca8fa7fb24ad89669c8a7838f34917,approved,2023-11-29,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Stacker%20AI%20KYC%20Certificate.png,,
FrenAI,frenai,Ethereum,0xf06be5a16cd95607b174f980c7bba92235028297,approved,2024-10-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/FrenAI%20KYC%20Certificate.png,,
DollarSqueeze,dollarsqueeze,,0x5c2d262058c9b81e2b858396e26c2c70f36bd5c1 | 0x85b17b44e2f85b7a1d2ffc1332796872760bcb4e,approved,2023-05-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DollarSqueeze%20KYC%20Certificate.png,,
PinkSale,pinksale,,0x602ba546a7b06e0fc7f58fd27eb6996ecc824689,approved,2021-01-01,none,,,kyc-only,no,,,
AxisLink,axislink,Ethereum,,approved,2025-01-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/AxisLink%20KYC%20Certificate.png,,
